출원번호,출원일,사무소,대리인,MainCPC,클러스터_v1,클러스터_v2,발명명칭
1020230187278,20231220,김앤장,김성남,H01L 21/677	(2006.01),C2,C 간접·표준형,기판 이송 장치 및 그 제어 방법
1020230184114,20231218,김앤장,이재훈,A62C 3/16	(2006.01),C2,A 선행인용형,임피던스 기반 에너지 저장장치 화재방지 장치 및 방법
1020230184228,20231218,김앤장,홍은정,A23L 13/00	(2016.01),C2,C 간접·표준형,육즙의 증발을 최소화하는 육코팅방법
1020230184351,20231218,김앤장,김현진,G06Q 50/14	(2012.01),C2,A 선행인용형,기관 단체여행을 위한 자금 유동화 플랫폼 시스템
1020230184581,20231218,김앤장,이승현,H01M 50/264	(2021.01),C2,A 선행인용형,도시철도차량용 이차전지 배터리팩 및 배터리모듈 보관장치
1020230184594,20231218,김앤장,김지우,G16C 20/62	(2019.01)¶G16C 20/62	(2019.02),C2,C 간접·표준형,신약 후보 물질 발굴을 위한 다중 인스턴스 GPU 기반 시스템
1020230184860,20231218,김앤장,김현진,A23B 4/03	(2006.01),C2,A 선행인용형,수산물 건조장치
1020230183264,20231215,김앤장,김성남,C23C 16/455	(2006.01),C4,B 직접과제형,복합막 증착 방법 및 다층 박막 증착 방법
1020230183337,20231215,김앤장,김성남,G11C 16/14	(2006.01),C2,C 간접·표준형,메모리 장치
1020230183354,20231215,김앤장,김성남,G11C 16/10	(2006.01),C2,C 간접·표준형,메모리 장치
1020230181621,20231214,김앤장,이승현,A23L 21/15,C1,A 선행인용형,맛과 취식 편이성이 향상된 경옥고 젤리 및 그 제조방법¶맛과 취식 편이성이 향상된 경옥고 젤리 및 그 제조방법{Gyeongokgo jelly with improved taste and ease of eating and its manufacturing method}
1020230180904,20231213,김앤장,김성남,H04L 25/49	(2006.01),C2,C 간접·표준형,"데이터 인코딩, 데이터 디코딩, 이를 이용하는 반도체 장치 및 반도체 시스템"
1020230180013,20231212,김앤장,김성남,H03K 19/00	(2006.01),C2,C 간접·표준형,"인버터, 및 이를 포함하는 반도체 집적 회로 장치"
1020230180029,20231212,김앤장,김성남,H01L 21/02	(2006.01),C4,B 직접과제형,박막 증착 방법
1020230179063,20231211,김앤장,김성남,H10N 70/20	(2023.01),C2,C 간접·표준형,"전기화학 메모리 셀, 이를 포함하는 신경망 메모리 장치, 및 전기화학 메모리 셀의 제조방법"
1020230176207,20231207,김앤장,이승희,B24B 41/06	(2006.01),C4,B 직접과제형,원통형상 가공물의 가공용 지그
1020230176557,20231207,김앤장,김성남,G06F 3/06	(2006.01),C2,C 간접·표준형,스토리지 장치 및 그 동작 방법
1020230176608,20231207,김앤장,김성남,G11C 7/10	(2021.01),C4,B 직접과제형,"임피던스 조정 회로, 이를 포함하는 반도체 메모리 장치 및 메모리 시스템"
1020230171949,20231201,김앤장,이재훈,B61L 27/20	(2024.01)¶B61L 27/20	(2024.01),C4,B 직접과제형,한국형 무선통신기반 열차제어시스템의 혼합열차 운용을 위한 전자연동장치 및 그 방법
1020230172655,20231201,김앤장,김성남,H01L 21/768	(2006.01),C2,C 간접·표준형,기판 처리 방법 및 이를 이용한 반도체 소자의 제조방법
1020230170359,20231130,김앤장,김현진,G06Q 30/02	(2023.01),C2,A 선행인용형,렌타카 가격 결정 시스템
1020230171144,20231130,김앤장,김성남,G06N 3/08	(2023.01),C2,C 간접·표준형,"입력 데이터열로 인공 신경망 학습을 하기 위한 입력 데이터 수집 에이전트, 입력 데이터열 전처리/학습 서버 및 그 동작 방법"
1020230171279,20231130,김앤장,김성남,H01L 25/065	(2025.01),C2,JP 번역체(v2제외),수동 소자를 포함하는 스택 패키지
1020230171347,20231130,김앤장,이호준,H05K 7/20	(2006.01),C0,A 선행인용형,데이터 센터 냉방 설비 장애 극복 시스템
1020230168825,20231129,김앤장,이재훈,G01D 21/02	(2006.01),C2,C 간접·표준형,자가진단이 가능한 수위 또는 유량 측정시스템 및 이를 이용한 방법
1020230169744,20231129,김앤장,김성남,G06F 3/06	(2006.01),C2,C 간접·표준형,프로그램 순서를 보장하는 데이터 저장 장치 및 그 동작 방법
1020230169769,20231129,김앤장,김성남,G06F 3/06	(2006.01),C2,C 간접·표준형,반도체 장치 및 그 동작 방법
2020230002427,20231129,김앤장,김성환,F22B 1/30	(2006.01),C4,B 직접과제형,선박용 전기히터식 스팀보일러
1020230167769,20231128,김앤장,김현진,H02M 7/00	(2006.01),C4,A 선행인용형,절연성이 향상된 컨버터 일체형 반도체 변압기¶절연성이 향상된 컨버터 일체형 반도체 변압기{A Semiconductor Transformer with Improved Insulating Property}
1020230167770,20231128,김앤장,김현진,H01F 27/28	(2006.01),C4,A 선행인용형,냉각효율이 향상된 컨버터 일체형 반도체 변압기¶냉각효율이 향상된 컨버터 일체형 반도체 변압기{A Semiconductor Transformer with Improved Insulating Property}
1020230167923,20231128,김앤장,김현진,H02J 7/00	(2006.01),C1,A 선행인용형,전기차 사용후 배터리 감시진단 시스템
1020230168121,20231128,김앤장,김현진,G01R 33/34	(2006.01),C2,A 선행인용형,휴대용 MRI 장치
1020230168535,20231128,김앤장,조경화,D03D 15/217	(2021.01),C4,B 직접과제형,펄프 재질로 이루어진 수의 원단 제조방법
1020230166486,20231127,김앤장,이재훈,E06B 7/28	(2006.01)¶E06B 7/28	(2013.01),C4,B 직접과제형,스마트 창호 및 이의 청소 방법
1020230164993,20231124,김앤장,이승현,C12N 1/20	(2006.01),C2,A 선행인용형,생육증진 및 화학비료 사용저감을 위한 미생물제제
1020230164999,20231124,김앤장,이승현,A01N 63/22	(2020.01),C2,A 선행인용형,미생물제제를 이용한 생육증진 및 화학비료 사용저감을 작물의 재배방법
1020230165485,20231124,김앤장,김현진,A23L 33/10	(2022.01),C1,A 선행인용형,굼벵이 추출물을 함유하는 숙취해소제
1020230164508,20231123,김앤장,김성남,H01L 21/67	(2006.01),C2,C 간접·표준형,웨이퍼 본딩 장치 및 이를 활용한 웨이퍼 본딩 방법
1020230164896,20231123,김앤장,이소정,G09B 7/04	(2006.01),C0,A 선행인용형,단계별 힌트 이용 내역을 이용한 문제 풀이 학습 장치와 시스템 및 학습 방법
1020230161798,20231121,김앤장,이승현,F24F 8/192	(2021.01),C4,B 직접과제형,정전기를 활용한 공기청정기용 친환경 필터¶정전기를 활용한 공기청정기용 친환경 필터{eco-friendly filte for air purifiers using static electricity}
1020230160052,20231120,김앤장,이승현,A01G 9/14	(2006.01)¶A01G 9/1476	(2013.01),C4,A 선행인용형,발열체의 설치가 간편한 거터 및 이를 포함하는 온실
1020230160068,20231120,김앤장,이승현,D06F 95/00	(2020.01),C4,A 선행인용형,세탁물 출고장치
1020230160371,20231120,김앤장,김성남,H10B 63/00	(2023.01),C2,C 간접·표준형,전기화학 메모리 셀 및 이를 포함하는 신경망 메모리 장치
1020230160402,20231120,김앤장,이승현,G01N 27/327	(2006.01),C1,A 선행인용형,고춧가루의 캡사이신 함량의 측정방법
1020230160698,20231120,김앤장,이재훈,H01M 10/6567	(2014.01)¶H01M 10/6567	(2015.04),C4,C 간접·표준형,함체와 통합된 액침 냉각 방식 배터리 시스템
1020230161166,20231120,김앤장,김성남,H01L 21/285	(2006.01),C2,C 간접·표준형,몰리브덴 박막의 형성방법
1020230159671,20231117,김앤장,김정민,H01L 21/67	(2006.01),C2,C 간접·표준형,부산물 포집 장치
1020230159009,20231116,김앤장,김성남,G11C 16/10	(2006.01),C2,C 간접·표준형,메모리 장치 및 메모리 장치를 포함하는 스토리지 장치
1020230159051,20231116,김앤장,이소정,G06F 3/0484	(2022.01),C0,C 간접·표준형,전자문서 내 연결된 정보 표시 장치와 방법
1020230157958,20231115,김앤장,이승현,A61D 99/00	(2006.01),C4,B 직접과제형,패드형 반려동물 치료장치
1020230158291,20231115,김앤장,이승희,H01M 50/107	(2021.01),C4,A 선행인용형,원통형 이차전지 캔
1020230157213,20231114,김앤장,김현진,A23L 7/25	(2016.01),C1,A 선행인용형,기능성이 강화된 식혜 및 이의 제조방법
1020230157214,20231114,김앤장,김현진,C12G 3/021	(2019.01),C1,A 선행인용형,기능성이 강화된 막걸리 및 이의 제조방법
1020230157532,20231114,김앤장,김현진,A01K 47/06	(2014.01),C2,A 선행인용형,인테리어용 액자형 벌집
1020230156815,20231113,김앤장,이소정,G06F 3/041	(2006.01),C0,A 선행인용형,터치스크린 단말 장치의 터치 입력을 기반으로 특정 기능을 실행하는 사용자 인터페이스 장치와 그 제어 방법
1020230155133,20231110,김앤장,김현진,B25J 9/16	(2006.01),C4,A 선행인용형,시야확장 기구부를 가지는 뎁스카메라를 적용한 이동보조장치
1020230155414,20231110,김앤장,김현진,B60L 3/12	(2006.01),C2,A 선행인용형,전기차 운행정보기반 주행가능거리 예측시스템
1020230154459,20231109,김앤장,이소정,C08J 9/00	(2006.01),C0,A 선행인용형,"난연성 수지 혼합물을 포함하는, 팽창 완충 특성의 기공 구조를 갖는 이차전지용 단열 소화 폼과 그 제조 방법"
1020230154545,20231109,김앤장,이승희,E03C 1/04	(2006.01),C2,A 선행인용형,물 사용량 표시부를 포함하는 수전장치
1020230153546,20231108,김앤장,김성남,G11C 5/14	(2021.01),C4,B 직접과제형,반도체 장치 및 이를 포함하는 메모리 시스템
1020230152526,20231107,김앤장,김성남,G11C 7/10	(2021.01),C4,B 직접과제형,등화 기능을 갖는 송신 회로 및 이를 포함하는 트래이닝 시스템
1020230152648,20231107,김앤장,이승현,A61L 2/22	(2006.01),C4,A 선행인용형,차량 소독장치
1020230152710,20231107,김앤장,김현진,G06Q 50/20	(2012.01),C1,A 선행인용형,온라인 교육 시스템
1020230151912,20231106,김앤장,김성남,H03K 19/0185	(2006.01),C2,C 간접·표준형,송수신 시스템 및 이를 이용하는 반도체 장치
1020230151927,20231106,김앤장,김성남,F16K 1/22	(2006.01),C4,B 직접과제형,스로틀밸브 어셈블리 및 이를 포함하는 기판 처리 장치
1020230150448,20231103,김앤장,김현진,F41A 33/00	(2006.01),C4,A 선행인용형,ＶＲ 연동 총기 및 이를 이용하는 사격 체험시스템 및 그 방법
1020230150713,20231103,김앤장,김현진,G01N 21/88	(2006.01),C4,A 선행인용형,차량 외관 스캐닝 장치 및 이를 이용한 렌터카 운영 시스템
1020230149872,20231102,김앤장,김현진,G06Q 50/04	(2012.01),C4,A 선행인용형,코딩 능력에 기반한 ＤＩＹ 키트의 제작 시스템
1020230149903,20231102,김앤장,김기호,E21D 20/02	(2006.01)¶E21D 20/028	(2013.01),C4,B 직접과제형,기능성 유턴식 2라인 동시주입 강관 및 이를 이용한 시공방법
1020230148987,20231101,김앤장,김지우,G16C 20/30	(2019.01),C2,C 간접·표준형,신약 후보 물질 발굴 시스템
1020230149531,20231101,김앤장,이승희,H01R 13/46	(2006.01),C4,A 선행인용형,전기 플러그
1020230146448,20231030,김앤장,이소정,G09F 9/30	(2006.01),C2,C 간접·표준형,골프 라운딩 정보제공 시스템 및 정보제공 방법
1020230146636,20231030,김앤장,이재훈,H04L 41/0663	(2022.01)¶H04L 41/0663	(2022.05),C4,B 직접과제형,분산 처리와 블록체인을 결합하여 데이터의 무결성을 유지하는 수처리 계측제어 시스템 및 방법
1020230146710,20231030,김앤장,이재훈,G06Q 50/26	(2024.01)¶G06Q 50/26	(2024.01),C2,C 간접·표준형,철도부지내 수소인프라 구축 의사결정 지원 시스템 및 이를 이용한 지원 방법
1020230146737,20231030,김앤장,이재훈,G06Q 50/26	(2024.01)¶G06Q 50/26	(2024.01),C4,B 직접과제형,철도부지내 수소인프라 구축 안전관리시스템 및 이를 이용한 방법
1020230145600,20231027,김앤장,김성남,G06F 3/06	(2006.01),C2,C 간접·표준형,"입력 데이터를 연산하는 메모리 컨트롤러 및 연산 메모리 장치와 동작 방법, 이를 포함하는 데이터 처리 시스템"
1020230144448,20231026,김앤장,김현진,A61F 7/08	(2025.01),C4,A 선행인용형,턱관절 통증 완화용 발열 패치
1020230144611,20231026,김앤장,김성남,G06F 13/16	(2006.01),C2,C 간접·표준형,커맨드 어드레스 버스를 통해 데이터를 전송하는 메모리 시스템 및 방법
1020230143097,20231024,김앤장,조경화,A23L 13/75	(2023.01),C4,JP 번역체(v2제외),효소 전처리의 연육제 제조방법 및 이를 이용한 연육제
1020230142090,20231023,김앤장,김성남,H01L 25/065	(2025.01),C2,C 간접·표준형,적층형 반도체 장치 및 그 제조방법
1020230142100,20231023,김앤장,김성남,H10B 12/00	(2023.01),C2,C 간접·표준형,적층형 반도체 메모리 장치 및 그 제조방법
1020230140930,20231020,김앤장,조경화,B62D 65/00	(2006.01),C2,C 간접·표준형,트럭 내장부품 오버헤드 조립 공정시 불량 검출 시스템
1020230140551,20231019,김앤장,홍은정,A47B 96/14	(2006.01),C4,B 직접과제형,압착 지지봉 및 이를 이용하는 압착 선반
1020230139379,20231018,김앤장,이소정,F16B 37/00,C0,C 간접·표준형,전산 볼트 확장용 너트¶전산 볼트 확장용 너트{NUTS FOR EXTENDING FULL THREADED BOLT}
1020230139537,20231018,김앤장,김성남,G06F 3/06	(2006.01),C2,C 간접·표준형,연산 스토리지 장치 및 연산 스토리지 장치를 포함하는 데이터 처리 시스템
1020230139548,20231018,김앤장,이승희,C11D 3/16	(2006.01)¶C11D 3/162	(2013.01),C1,A 선행인용형,접착제 제거용 조성물
1020230139949,20231018,김앤장,이호준,G06Q 30/02	(2023.01),C0,C 간접·표준형,거대 언어 모델을 이용한 CRM 데이터 분석 방법 및 컴퓨터 프로그램
1020230138721,20231017,김앤장,이소정,F16B 37/00	(2006.01),C0,C 간접·표준형,전산 볼트 확장용 너트
1020230137379,20231016,김앤장,이소정,G06T 17/20	(2006.01),C2,C 간접·표준형,산업용 기기 3D 형상 자동화 모델링 방법
1020230137731,20231016,김앤장,김현진,H04L 69/08	(2022.01),C4,A 선행인용형,Cloud EMS 플랫폼 지원을 위한 경제성 기반 전력관리장치
1020230137732,20231016,김앤장,김현진,A23L 7/25	(2016.01),C1,A 선행인용형,컬러보리 식혜 및 이의 제조방법
1020230137733,20231016,김앤장,김현진,C12G 3/04	(2019.01),C1,A 선행인용형,칵테일 막걸리 및 이의 제조방법
1020230138018,20231016,김앤장,김현진,A61F 13/02	(2024.01),C4,A 선행인용형,통증완화용 패치
1020230138019,20231016,김앤장,김현진,A61F 7/02	(2006.01),C4,A 선행인용형,"격자형 찜질팩 및 이를 이용한 안대, 무릎찜질팩, 어깨찜질팩, 복부찜질팩¶격자형 찜질팩 및 이를 이용한 안대, 무릎찜질팩, 어깨찜질팩, 복부찜질팩{lattice structure steamer pack and eye patch, knee pack, shoulder pack, abdominal pack using the same}"
1020230136455,20231013,김앤장,김성남,H03K 5/133	(2014.01),C2,C 간접·표준형,"위상 혼합기 회로, 위상 혼합 방법, 이를 이용하는 클럭 생성 회로 및 반도체 장치"
1020230137021,20231013,김앤장,김현진,A01K 47/06	(2014.01),C2,A 선행인용형,액자형 벌집
1020230137022,20231013,김앤장,김현진,G09B 23/36	(2006.01),C4,A 선행인용형,양봉 체험 시설물을 이용한 양봉 체험 및 교육 방법
1020230134713,20231011,김앤장,이승현,B23C 1/06,C4,A 선행인용형,영점조절이 용이한 배터리 전극리드 커팅시스템¶영점조절이 용이한 배터리 전극리드 커팅시스템{Battery electrode lead cutting system with easy zero adjustment}
1020230133461,20231006,김앤장,조경화,G06Q 50/22	(2024.01),C4,B 직접과제형,플랫폼을 통한 마일리지 기부시스템
1020230133591,20231006,김앤장,김성남,H01L 21/02	(2006.01),C2,C 간접·표준형,기판 처리 방법
1020230132354,20231005,김앤장,이재훈,H02H 7/22	(2006.01)¶H02H 7/22	(2013.01),C2,C 간접·표준형,모니터링이 가능한 전기차 충전소 화재 예방 분전반 및 그 작동 방법
1020230132438,20231005,김앤장,이석재,B08B 5/02	(2006.01)¶B08B 5/02	(2013.01),C4,JP 번역체(v2제외),모바일 디바이스 부품의 파티클 제거 및 검출 장치
1020230132708,20231005,김앤장,김성남,H01L 21/033	(2006.01),C2,JP 번역체(v2제외),마스크 패턴 및 이를 이용한 반도체 장치의 미세 패턴 형성 방법
1020230131702,20231004,김앤장,김성남,H04L 25/03	(2006.01),C4,B 직접과제형,리시버 회로
1020230131774,20231004,김앤장,김성남,H04L 25/03	(2006.01),C2,C 간접·표준형,"수신 회로, 이를 이용하는 반도체 장치 및 반도체 시스템"
1020230130436,20230927,김앤장,김성남,H01L 21/02	(2006.01),C4,B 직접과제형,박막 증착 방법 및 복합막 증착 방법
1020230130589,20230927,김앤장,이재훈,F24F 8/133	(2021.01)¶F24F 8/133	(2023.08),C4,A 선행인용형,폭포수 방식을 적용한 습식 공기정화장치
1020230130653,20230927,김앤장,이재훈,F16L 5/08	(2006.01),C4,A 선행인용형,U볼트 일체형 배관 고정용 클램프
1020230127734,20230925,김앤장,이재훈,E03F 5/10	(2006.01)¶E03F 5/105	(2013.01),C4,A 선행인용형,내외기 온도차를 이용한 하수관로 악취 차단장치
1020230128229,20230925,김앤장,이승현,D02G 1/02	(2006.01),C1,C 간접·표준형,생분해성 셀룰로오스계 방적사 및 그 제조방법
1020230125507,20230920,김앤장,김성남,H03K 5/156	(2006.01),C2,C 간접·표준형,"듀티 보정 회로, 이를 이용하는 클럭 생성 회로 및 반도체 장치"
1020230125839,20230920,김앤장,이승현,G01N 29/265,C4,A 선행인용형,풍력터빈 블레이드의 탄소섬유복합재 섬유배향탐상을 위한 초음파 검사장치¶풍력터빈 블레이드의 탄소섬유복합재 섬유배향탐상을 위한 초음파 검사장치{Ultrasonic inspection device for fiber orientation detection of carbon fiber composite of wind turbine blades}
1020230123645,20230918,김앤장,김현진,A61H 3/06	(2006.01)¶A61H 3/061	(2022.01),C4,A 선행인용형,시각장애인용 이동 보조 장치
1020230123868,20230918,김앤장,김성남,G11C 7/10	(2021.01),C4,B 직접과제형,"데이터 송/수신 회로, 데이터 트래이닝 회로 및 이를 포함하는 반도체 장치"
1020230123944,20230918,김앤장,김성남,H10B 12/00	(2023.01),C2,C 간접·표준형,3차원 반도체 메모리 장치 및 그 제조방법
1020230122998,20230915,김앤장,김성남,H01L 23/00	(2006.01),C4,B 직접과제형,"본딩 구조체, 이를 포함하는 반도체 장치 및 그 제조방법"
1020230121600,20230913,김앤장,김성남,G03F 1/50	(2012.01),C2,C 간접·표준형,"노광 마스크, 이를 이용한 반도체 소자 및 그 제조 방법"
1020230120815,20230912,김앤장,김현진,C08G 18/66	(2006.01),C1,A 선행인용형,난연성이 향상된 폴리우레탄 폼 조성물
1020230120816,20230912,김앤장,김현진,C08G 18/40	(2006.01),C1,A 선행인용형,폴리우레탄 발포체용 난연 조성물
1020230120998,20230912,김앤장,이재훈,H04Q 1/20	(2006.01)¶H04Q 1/20	(2013.01),C2,C 간접·표준형,네트워크 케이블 품질 모니터링이 가능한 AI 통합배선반 및 이를 이용한 방법
1020230121127,20230912,김앤장,김현진,C07K 5/113	(2006.01),C4,A 선행인용형,비타민 Ｄ 수용체 활성화 펩타이드 및 이를 포함하는 화장료 조성물
1020230121128,20230912,김앤장,김현진,C07K 5/093	(2006.01),C4,A 선행인용형,스네어 복합체의 형성을 억제하는 펩타이드 및 이를 포함하는 화장료 조성물
1020230121129,20230912,김앤장,김현진,C07K 5/103	(2006.01),C4,A 선행인용형,레티노산 수용체 활성화 펩타이드 및 이를 포함하는 화장료 조성물
1020230121269,20230912,김앤장,김현진,A61K 8/9767	(2017.01),C1,A 선행인용형,화장료 조성물
1020230120459,20230911,김앤장,김성남,H10B 43/35	(2023.01),C2,C 간접·표준형,실리콘 질화막의 형성방법 및 이를 포함하는 3D 적층형 메모리 소자의 제조방법
1020230119113,20230907,김앤장,김성남,G06F 3/06	(2006.01),C4,B 직접과제형,맵 업데이트 모드를 변경하는 스토리지 장치
1020230119146,20230907,김앤장,김성남,H03K 19/0185	(2006.01),C4,B 직접과제형,신호 드라이버 회로 및 이를 이용하는 반도체 장치
1020230117438,20230905,김앤장,김기호,A61H 39/06	(2006.01)¶A61H 39/06	(2013.01),C2,C 간접·표준형,열전도 효율이 개선된 안마구
1020230116939,20230904,김앤장,김현진,G06Q 50/14	(2012.01),C2,A 선행인용형,실감형 체험 자전거 및 이를 이용한 관광 체험 시스템
1020230116940,20230904,김앤장,김현진,G06Q 50/20	(2012.01),C4,A 선행인용형,실감형 교육 통합제어 시스템
1020230116045,20230901,김앤장,김현진,F41G 3/26	(2006.01),C2,A 선행인용형,드론을 활용한 사격 체험시스템
1020230116047,20230901,김앤장,김현진,G06Q 50/10	(2012.01),C2,A 선행인용형,반응형 디지털 컨텐츠 제공시스템
1020230115315,20230831,김앤장,이승희,B23K 37/02	(2006.01)¶B23K 37/0282	(2013.01),C4,B 직접과제형,보강부재의 용접방법 및 이의 용접방법 따른 용접비드
1020230115361,20230831,김앤장,조경화,G06Q 30/06	(2023.01),C2,A 선행인용형,고기를 주재료로 한 공유 플랫폼 시스템
1020230115803,20230831,김앤장,김현진,G06Q 50/14	(2012.01),C1,A 선행인용형,마을 소멸 방지를 위한 장기 체류형 관광의 정보를 제공하는 시스템
1020230113453,20230829,김앤장,이승현,B65D 90/10	(2006.01)¶B65D 90/105	(2013.01),C4,B 직접과제형,유류탱크용 맨홀
1020230113456,20230829,김앤장,김현진,C03B 7/14	(2006.01)¶C03B 7/14	(2013.01),C2,A 선행인용형,유리병 성형을 위한 곱 공급 장치 및 방법
1020230113457,20230829,김앤장,김현진,C03B 9/193	(2006.01)¶C03B 9/193	(2013.01),C2,A 선행인용형,NNPB 방식의 패리슨 성형장치
1020230113458,20230829,김앤장,김현진,C03B 9/193	(2006.01)¶C03B 9/193	(2013.01),C2,A 선행인용형,NNPB 방식의 유리병 성형장치
1020230113459,20230829,김앤장,김현진,C03B 9/193	(2006.01)¶C03B 9/193	(2013.01),C2,A 선행인용형,NNPB 방식의 유리병 성형시스템
1020230113659,20230829,김앤장,김성남,H01L 23/00	(2006.01),C2,C 간접·표준형,외부 접속 패드 및 이를 포함하는 반도체 장치
1020230112911,20230828,김앤장,김성남,G03F 1/62	(2012.01),C2,JP 번역체(v2제외),"펠리클 멤브레인, 펠리클 어셈블리 및 이의 제조방법"
1020230110004,20230822,김앤장,김성남,G11C 16/34	(2006.01),C2,C 간접·표준형,반도체 장치
1020230109147,20230821,김앤장,김성남,C23C 16/34	(2006.01),C2,C 간접·표준형,금속 질화물 박막의 형성방법
1020230107465,20230817,김앤장,이승현,A47J 37/12	(2022.01)¶A47J 37/1223	(2013.01),C4,A 선행인용형,튀김기
1020230107636,20230817,김앤장,김성남,G11C 29/56	(2015.01),C4,B 직접과제형,테스트 기능을 갖는 반도체 장치 및 이를 포함하는 반도체 시스템
1020230106675,20230816,김앤장,김현진,C03C 21/00	(2006.01)¶C03C 21/002	(2013.01),C4,B 직접과제형,유리병 생산 연속공정에서 사용가능한 화학강화장치 및 이를 이용한 유리병의 제조방법
1020230106704,20230816,김앤장,김지우,G06Q 50/10	(2012.01),C2,C 간접·표준형,매장 내 방문자의 모니터링 장치 및 방법
1020230106941,20230816,김앤장,김성남,H01L 23/528	(2006.01),C2,C 간접·표준형,"박형 웨이퍼, 그것의 제조방법. 박형 웨이퍼를 포함하는 적층형 반도체 장치 및 적층형 반도체 장치의 제조방법"
1020230106491,20230814,김앤장,김성남,H01L 21/02	(2006.01),C2,C 간접·표준형,기판 처리 방법
1020230105843,20230811,김앤장,이승현,A23B 2/733	(2025.01),C1,B 직접과제형,갓을 이용한 식품용 천연보존료 및 그 제조방법
1020230103946,20230809,김앤장,이재훈,E04B 1/94	(2006.01),C4,A 선행인용형,난연제 볼이 내장된 난연 패널 및 그 제조방법
1020230103378,20230808,김앤장,이소정,G06Q 10/02	(2012.01),C4,B 직접과제형,예약 매니저를 통한 골프예약 시스템
1020230103621,20230808,김앤장,조경화,F24F 13/02	(2006.01),C2,JP 번역체(v2제외),제연기능을 갖는 공기조화기용 덕트
1020230103693,20230808,김앤장,김성남,G01N 15/02	(2024.01),C2,C 간접·표준형,파티클 측정 장치 및 그 방법
2020230001654,20230808,김앤장,김기호,B65F 1/16	(2006.01),C4,B 직접과제형,페달 댐퍼가 구비된 휴지통
1020230102882,20230807,김앤장,김성남,G06F 1/10	(2006.01),C2,C 간접·표준형,"클럭 분배 네트워크, 이를 이용하는 반도체 장치 및 반도체 시스템"
1020230102887,20230807,김앤장,김성남,G11C 7/22	(2015.01),C2,C 간접·표준형,"버퍼 회로, 주파수 정보에 따라 클럭 수신기 및/또는 클럭 경로 회로를 최적화시킬 수 있는 반도체 장치"
2020230001621,20230803,김앤장,김기호,B65F 1/16	(2006.01),C4,B 직접과제형,교체형 내부뚜껑이 구비된 휴지통
1020230099681,20230731,김앤장,김성남,H03K 5/156	(2006.01),C2,C 간접·표준형,클럭 더블러 및 이를 이용하는 반도체 장치
1020230099792,20230731,김앤장,김성남,G06F 3/06	(2006.01),C2,C 간접·표준형,데이터 저장 장치 및 그 동작 방법
1020230098043,20230727,김앤장,이소정,F23G 7/06	(2006.01),C2,C 간접·표준형,폐가스 처리가 가능한 보일러 시스템 및 폐가스 처리방법
1020230096683,20230725,김앤장,김성남,G11C 8/18	(2015.01),C2,C 간접·표준형,컬럼 어드레스 생성 회로
1020230096863,20230725,김앤장,이승희,H01R 9/24	(2006.01),C4,B 직접과제형,단자대
1020230095907,20230724,김앤장,이승희,H01M 10/04	(2015.01),C4,A 선행인용형,이차전지의 원통형 캔의 제조금형
1020230096102,20230724,김앤장,김성남,H01L 23/00	(2006.01),C2,C 간접·표준형,적층형 반도체 장치 및 적층형 반도체 장치의 제조 방법
1020230095402,20230721,김앤장,이재훈,C11D 7/44	(2006.01),C1,A 선행인용형,수계 청정 및 정화 장치용 친환경 세정제 조성물
1020230093772,20230719,김앤장,김성남,H10B 12/00	(2023.01),C2,C 간접·표준형,적층형 메모리 장치 및 그것의 제조방법
1020230093834,20230719,김앤장,김기호,A61H 15/02	(2006.01)¶A61H 15/02	(2013.01),C2,C 간접·표준형,열전도 효율이 개선된 온열 안마볼 및 그 제작방법
1020230094209,20230719,김앤장,이승희,H01R 13/46	(2006.01),C4,A 선행인용형,전기 플러그
1020230093086,20230718,김앤장,김기호,E04H 15/22	(2006.01)¶E04H 15/22	(2013.01),C4,B 직접과제형,비상구 설치형 에어돔
1020230092378,20230717,김앤장,이석재,E06B 3/267	(2006.01)¶E06B 3/2675	(2013.01),C1,JP 번역체(v2제외),복합 창호 프레임 및 그 체결 방법
1020230092605,20230717,김앤장,김성남,H10P 14/6336,C4,B 직접과제형,실리콘 질화막의 형성방법 및 이를 활용한 반도체 소자의 제조방법¶실리콘 질화막의 형성방법 및 이를 활용한 반도체 소자의 제조방법{Method for forming a silicon nitride film and method for manufacturing semiconductor devices using the same}
1020230092093,20230715,김앤장,김지우,G06F 30/20	(2020.01)¶G06F 30/20	(2020.01),C2,C 간접·표준형,의료 폐기물 파쇄 시스템의 설계 장치 및 방법
1020230091429,20230714,김앤장,이승현,A01K 1/00	(2014.01)¶A01K 1/0047	(2013.01),C4,B 직접과제형,축사 악취 모니터링 시스템
1020230091807,20230714,김앤장,이승현,E02D 3/10	(2006.01)¶E02D 3/103	(2013.01),C4,A 선행인용형,배수효율이 향상된 수평배수재
1020230091041,20230713,김앤장,이호준,G06Q 20/06	(2012.01),C2,C 간접·표준형,웹 서비스 정보에 기초한 가상 자산 이전 방법
1020230091071,20230713,김앤장,김기호,A01G 9/02	(2019.01)¶A01G 9/025	(2013.01),C4,B 직접과제형,산성배수 발생 또는 척박 토양에 대한 비탈면 녹화공법
1020230091152,20230713,김앤장,김성남,G11C 11/408	(2006.01),C2,C 간접·표준형,로우 헤머링을 제어할 수 있는 반도체 메모리 장치 및 그 구동 방법
1020230091160,20230713,김앤장,김성남,H04L 25/03	(2006.01),C2,C 간접·표준형,등화 회로 및 이를 포함하는 수신 회로
