요약,이슈 키,이슈 ID,이슈 유형,상태,프로젝트 키,프로젝트 이름,프로젝트 유형,프로젝트 리더,프로젝트 리더 ID,프로젝트 설명,우선 순위,해결,담당자,담당자 ID,보고자,보고자 ID,작성자,작성자 ID,만듦,업데이트,최근에 봄,해결됨,컴포넌트,컴포넌트,기한,투표,레이블,레이블,레이블,레이블,레이블,레이블,레이블,레이블,레이블,레이블,레이블,설명,환경,지켜보는 사람,지켜보는 사람,지켜보는 사람,지켜보는 사람,관찰자 ID,관찰자 ID,관찰자 ID,관찰자 ID,로그 작업,로그 작업,최초 추정치,남은 추정치,사용한 시간,작업율,초기 추정의 합,Σ 남은 추정치,할애한 시간의 합,보안 등급,내부 이슈 링크(Blocks),내부 이슈 링크(Blocks),나가는 방향 이슈 연결 (Blocks),나가는 방향 이슈 연결 (Blocks),내부 이슈 링크(Problem/Incident),나가는 방향 이슈 연결 (Problem/Incident),내부 이슈 링크(Relates),내부 이슈 링크(Relates),내부 이슈 링크(Relates),내부 이슈 링크(Relates),내부 이슈 링크(Relates),나가는 방향 이슈 연결 (Relates),첨부 파일,첨부 파일,첨부 파일,첨부 파일,사용자정의 필드 (Issue color),사용자정의 필드 (Rank),스프린트,스프린트,스프린트,사용자정의 필드 (Start date),사용자정의 필드 (Story point estimate),Team Id,Team Name,사용자정의 필드 (Vulnerability),사용자정의 필드 (Vulnerability),사용자정의 필드 (development),댓글,댓글,댓글,댓글,댓글,댓글,댓글,댓글,상위 항목,상위 키,Parent summary,상태 범주,상태 범주 변경됨
[지원사업] TIPS RCMS 절차,PS-200,10600,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,03/2월/26 9:32 오전,19/2월/26 9:50 오후,,19/2월/26 9:50 오후,,,,0,,,,,,,,,,,,"안녕하세요.
(사)한국엔젤투자협회 팁스평가팀입니다.

RS-2024-00513432 과제의 계속과제 판정 및 차년도 협약변경 진행이 일괄 처리 완료되었습니다.

연차점검 및 차년도 협약변경 마무리에 따라, 붙임파일의 33~40쪽을 참고하시어 아래의 절차를 순서대로 진행해 주시기 바랍니다.

[RCMS 진행절차 안내]
① 계속비 편성 등록 → ② 연차사용내역 보고 → ③ 연구개발비 사용시작

감사합니다.

(붙임) 2025년 팁스R&D 연차보고서 제출 및 차년도 시작 방법 매뉴얼",,한상호,,,,712020:a2e71738-75bf-4775-9342-4674ecd68217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0011d:i,PS 2월,PS 1월,,,,,,,,{},,,,,,,,,,,,완료,19/2월/26 9:50 오후
[지원사업] 팁스 해외마케팅,PS-199,10599,작업,드롭,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,03/2월/26 9:26 오전,03/3월/26 2:01 오후,,20/2월/26 8:49 오후,,,,0,,,,,,,,,,,,"     *2026년 팁스 해외마케팅 창업기업 모집 안내*

 

안녕하십니까. (사)한국엔젤투자협회 팁스 연계사업팀입니다.

 

# 2026년 팁스 해외마케팅 자금지원을 위해 창업기업을 모집합니다 .

참여를 희망하는 기업은 *[사업신청 주요절차]* 에 따라 기한 내 신청해주시기 바랍니다.

 

# 본 모집과 관련하여, 아래와 같이 *[온라인 사업설명회]*를 개최하오니 많은 관심 부탁드립니다.

 

# 본 사업은 ’25 년까지 팁스 R&D(일반·딥테크·글로벌 트랙) 협약(완료)한 기업을 대상으로만

지원하는 사업이며, 폐쇄형 공고로 권한이 부여된 아이디(대표자 )로만 사업 신청이 가능합니다.

 

# 사업 신청을 원하시는 창업기업께서는 반드시 사전에 권한부여 신청하시기 바라며,

자세한 내용은 메일 및 붙임, 별첨 자료를 통해 확인 부탁드립니다.

 

※ 사업 신청 시  *반드시 본 메일에 안내드린 사업계획서 및 증빙서류 양식을 제출*해주셔야 하며,
   지정된 양식이 아닐 경우 *서류 미비로 인하여 탈락* 할 수 있으므로 유의해주시기 바랍니다.

 

|*[팁스 해외마케팅 모집개요]* |

 

|*사 업 명*|*2026 년 팁스 해외마케팅 창업기업*|
|*모집대상*|*[붙임1] 참조*|
|*신청자격*|*[붙임1] 참조*|
|*지원내용*|*최대  1.5억원 이내의 해외 진출 자금 지원*|
|*모집기간*|*2026. 2. 9.(월)~2026. 3. 12.(목), 16:00까지* |
|*권한부여*|*2026. 2. 2.(월)~2026. 3. 5.( 목), 17:00까지* |
|*협약기간*|*2026. 4. 1.~2027. 1. 31.(예정)(10개월, 향후 변경될 수 있음)*|

 

|*[ 사업설명회 개요]* |

 

|*개최일시*|*2025. 2. 11.( 수) 14:00~15:30* |
|*진행방식*|*온라인 진행(ZOOM)*|
|*접속링크*|[*[접속링크]*|https://tr.maillink.co.kr/procresponse?a=8I-18409412I-41170I-4goaSoZE-8zPqrCF-153630749I-4ehhgzE-8D-7D-7YCCbD-6UzD-7pD-797047415728F-3gDJF-149fJKNMjf3uMVBRKKzDtqLCVpvF3rHD-61I-3] *←  [클릭]*|
|*참가대상*|*2025년까지 팁스 R&D 협약(완료)한 창업기업, 유관기관(운영사) 등*|
|*설명내용*|*지원사업 개요 , 신청 방법 및 절차, 유의사항 등* |

 

|*[사업신청 주요절차]* |

 

|# *K-Startup  회원가입 및*
*ID 권한 신청*|①  대표자 회원가입 진행 [*(링크)*|https://tr.maillink.co.kr/procresponse?a=1I-18409412I-41170I-4goaSoZE-8zPqrCF-153630750I-4ehhgzE-8D-7D-7DDDD-6ZD-5zhBuhUgD-6ECD-6ZuD-7I-3] 
② ID 권한 신청 설문제출 [ *(링크)*|https://tr.maillink.co.kr/procresponse?a=7I-18409412I-41170I-4goaSoZE-8zPqrCF-153630751I-4ehhgzE-8D-7D-7mCubzD-6EaPD-7TRpBKjnu48MwRfyK8I-3]
③ 권한부여 승인대기(설문응답 후 대기)
* 승인기간: 권한 신청일 기준 1~2일 소요
** 권한부여 완료에 대한 별도 안내 없음(개별 확인)|*(창업기업 )*
*~’26. 3. 5.(목),*
*17:00까지* |
|# *창업기업 정보 입력*|①  권한신청 이후 창업기업 정보 입력
* [*(링크)*|https://tr.maillink.co.kr/procresponse?a=1I-18409412I-41170I-4goaSoZE-8zPqrCF-153630752I-4ehhgzE-8D-7D-7DDDD-6ZD-5zhBuhUgD-6ECD-6ZuD-7DPvD-7oCHhPHhzD-7DPvnjLrD-6JCF-3uPhUuHTuaF-1ehhgzE-8D-7D-7gbzD-6ZD-5zhBuhUgD-6ECD-6ZuD-7vSYD-7gBzzHSD-7pzgD-7zAHoD-7MRROnCESHD-6pzgI-3] 접속 및 로그인 >  우측상단(MY) >
   회원 상세정보관리 > 기업 정보등록 후 저장|*(창업기업 )*|
|# *사업신청(권한승인 이후)*|① [*( 링크)*|https://tr.maillink.co.kr/procresponse?a=6I-18409412I-41170I-4goaSoZE-8zPqrCF-153630753I-4ehhgzE-8D-7D-7DDDD-6ZD-5zhBuhUgD-6ECD-6ZuD-7DPvD-7oCHhPHhzD-7DPvnjLrD-6JCF-3uPhUuHTuaF-1ehhgzE-8D-7D-7gbzD-6ZD-5zhBuhUgD-6ECD-6ZuD-7vSYD-7gBzzHSD-7pzgD-7zAHoD-7MRROnCESHD-6pzgI-3] 로그인 > 사업신청 > 공고조회/신청
② 사업공고명: ‘해외마케팅’ 조회
③ [2026년 팁스 해외마케팅 창업기업] 신청하기
④ [약관동의] > [기업정보] > [ 신청자정보] >
   +*[일반현황*+*]*  > [인력정보] > [사업비내역] > [제출]
*  *[일반현황]* : 제출서류 업로드(사업계획서,  증빙서류 등)
⑤ 신청 이후 [사업신청내역조회] |*(창업기업 )*
*~’26. 3. 12.(목),*
*16:00까지* |
|# *향후 일정 안내*|①  요건검토 결과 및 서류평가 일정 안내 |*(주관기관)*
*~’26. 4월 중*  |



공문: 2026 년 팁스 해외마케팅 창업기업 모집 안내 1부.

붙임1. 2026년 팁스 해외마케팅 창업기업 모집 안내문 1부.

# 2026년 팁스 창업사업화·해외마케팅 사업계획서 양식 1부.

# 2026년 팁스 해외마케팅 글로벌 진출 경쟁력 증빙서류 1부.

별첨1. 회원가입 및 정보등록 매뉴얼 1부.

# 사업신청 매뉴얼 1부.  끝.",,한상호,,,,712020:a2e71738-75bf-4775-9342-4674ecd68217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000g9:,PS 2월,PS 1월,PS 3월,,,,,,,{},,,,,,,,,,,,완료,20/2월/26 8:49 오후
[지원사업] 팁스 창업사업화,PS-198,10598,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,03/2월/26 9:26 오전,03/3월/26 7:43 오후,,03/3월/26 7:43 오후,,,11/3월/26 12:00 오전,0,,,,,,,,,,,,,,한상호,,,,712020:a2e71738-75bf-4775-9342-4674ecd68217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001c9:,PS 2월,PS 1월,PS 3월,,,,,,,{},,,,,,,,,,,,완료,03/3월/26 7:43 오후
[workbase] 대시보드 내 스케줄 섹션 추가,PS-197,10565,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,02/2월/26 3:59 오후,02/2월/26 3:59 오후,,02/2월/26 3:59 오후,,,,0,,,,,,,,,,,,,,김순복,,,,712020:f76e9261-e441-4ebd-a685-6827d188fa92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0000n:004,PS 1월,,,,,,,,,{},,,,,,,,,,,,완료,02/2월/26 3:59 오후
[사내] 주간회의록 생성,PS-196,10564,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,이윤주,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,이윤주,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,이윤주,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,02/2월/26 3:53 오후,02/2월/26 3:54 오후,,02/2월/26 3:54 오후,,,,0,,,,,,,,,,,,,,이윤주,,,,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00127:,PS 1월,,,,,,,,,{},,,,,,,,,,,,완료,02/2월/26 3:54 오후
[지원사업] 기술보증기금의 기보벤처캠프 18기 참여 신청 안내(신청 마감 : ~2/4),PS-192,10495,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,29/1월/26 5:55 오후,04/2월/26 9:32 오전,,04/2월/26 9:32 오전,,,04/2월/26 12:00 오전,0,,,,,,,,,,,,,,한상호,,,,712020:a2e71738-75bf-4775-9342-4674ecd68217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0011b:,PS 2월,PS 1월,,,,,,,,{},,,,,,,,,,,,완료,04/2월/26 9:32 오전
[행정] 미래내일일경험 참여 의향서,PS-187,10486,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,29/1월/26 3:56 오후,29/1월/26 4:57 오후,,29/1월/26 4:57 오후,,,30/1월/26 12:00 오전,0,,,,,,,,,,,,,,한상호,,,,712020:a2e71738-75bf-4775-9342-4674ecd68217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000fc:r,PS 1월,,,,,,,,,{},,,,,,,,,,,,완료,29/1월/26 4:57 오후
[workbase] 스케줄 기능 개선,PS-186,10485,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,29/1월/26 3:01 오후,29/1월/26 3:01 오후,,29/1월/26 3:01 오후,,,,0,,,,,,,,,,,,,,김순복,,,,712020:f76e9261-e441-4ebd-a685-6827d188fa92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0000n:00i,PS 1월,,,,,,,,,{},,,,,,,,,,,,완료,29/1월/26 3:01 오후
[행정] 결산 관련 결제내역 화인,PS-185,10484,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,29/1월/26 2:30 오후,30/1월/26 6:10 오후,,30/1월/26 6:10 오후,,,31/1월/26 12:00 오전,0,,,,,,,,,,,,"정부보조금 협약서와 사용내역 전달 부탁드리겠습니다. : )

추가적으로 통장 입출금내역중에 확인이 필요한 건이 있어 보내드립니다.

확인후 회신 부탁드리겠습니다 : )



# 신한은행 계좌번호 전체 자리 전달 부탁드립니다.
# 07-11월 출금 일본 박람회 참가비 3,665,970원 인보이스 전달 부탁드립니다.",,한상호,,,,712020:a2e71738-75bf-4775-9342-4674ecd68217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000r1:,PS 1월,,,,,,,,,{},,,,,,,,,,,,완료,30/1월/26 6:10 오후
[행정] 초기창업패키지 서류 요청,PS-183,10481,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,29/1월/26 1:44 오후,04/2월/26 2:05 오후,,04/2월/26 2:05 오후,,,06/2월/26 12:00 오전,0,,,,,,,,,,,,,,한상호,,,,712020:a2e71738-75bf-4775-9342-4674ecd68217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0011d:,PS 2월,PS 1월,,,,,,,,{},,,,,,,,,,,,완료,04/2월/26 2:05 오후
[인사] 기획자 이력서 검토,PS-182,10480,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,29/1월/26 1:44 오후,02/2월/26 8:50 오후,,02/2월/26 8:50 오후,,,30/1월/26 12:00 오전,0,,,,,,,,,,,,금요일까지 면접 대상자 메일 보내기,,한상호,,,,712020:a2e71738-75bf-4775-9342-4674ecd68217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000fc:m,PS 1월,,,,,,,,,{},,,,,,,,,,,,완료,02/2월/26 8:50 오후
[IAM] 구글 클라우드 프로젝트 만들기,PS-181,10479,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,29/1월/26 1:43 오후,29/1월/26 2:48 오후,,29/1월/26 2:48 오후,,,29/1월/26 12:00 오전,0,,,,,,,,,,,,,,한상호,,,,712020:a2e71738-75bf-4775-9342-4674ecd68217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000fc:i,PS 1월,,,,,,,,,{},,,,,,,,,,,,완료,29/1월/26 2:48 오후
patsol-back 아키텍처 구성 → (백엔드 시스템의 구조적 가시성 확보),PS-178,10474,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,민건호,712020:3f8025d6-1c58-4428-b058-9a691161c34b,민건호,712020:3f8025d6-1c58-4428-b058-9a691161c34b,민건호,712020:3f8025d6-1c58-4428-b058-9a691161c34b,29/1월/26 9:44 오전,06/2월/26 9:24 오전,,06/2월/26 9:22 오전,,,13/2월/26 12:00 오전,0,,,,,,,,,,,,"h3. *[patsol 백엔드 시스템의 구조적 가시성 확보 및 팀 내 공유를 위한 문서화 작업]*

* 현재 진행 중인 {{apiuser}} 앱 리팩토링 사항을 반영하여 상세 아키텍처 및 라우팅 구조를 시각화함
* 메인 애플리케이션({{patsol}})에서 {{/user/}} 경로의 요청이 {{apiuser}} 앱으로 위임되는 흐름을 도식화함
* {{login}}, {{register}}, {{reset_password}} 등 핵심 엔드포인트 10종에 대한 매핑 및 로직 흐름 정의함
* DataGrip에서 자동 생성된 복잡한 ERD를 논리적 그룹 단위로 재배치하여 가독성을 높게 재구성할 예정임
* 초기 {{apiuser}} 중심 설계 완료 후, 프로젝트 전체 모듈로 시각화 범위를 순차적으로 확장함



[https://www.figma.com/board/JzQXlpVjb2YfEB4Sry57QJ/PatSol-Backend-Architecture?node-id=0-1&t=aOu9CwXZ2MA9dBAn-1|https://www.figma.com/board/JzQXlpVjb2YfEB4Sry57QJ/PatSol-Backend-Architecture?node-id=0-1&t=aOu9CwXZ2MA9dBAn-1|smart-link] ",,민건호,,,,712020:3f8025d6-1c58-4428-b058-9a691161c34b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000zb:,PS 2월,PS 1월,,,,3b296b04-50c7-43cb-9f29-fcb61779e61b,wand,,,{},,,,,,,,,,,,완료,06/2월/26 9:22 오전
[attend] 출근 시 퇴근 알람 봇설정(celery worker),PS-176,10471,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,28/1월/26 1:07 오후,28/1월/26 1:07 오후,,28/1월/26 1:07 오후,,,,0,,,,,,,,,,,,,,김순복,,,,712020:f76e9261-e441-4ebd-a685-6827d188fa92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0000n:02,PS 1월,,,,,,,,,{},,,,,,,,,,,,완료,28/1월/26 1:07 오후
[attend] 재택신청 시 front 개선,PS-175,10470,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,28/1월/26 1:06 오후,28/1월/26 1:07 오후,,28/1월/26 1:07 오후,,,,0,,,,,,,,,,,,,,김순복,,,,712020:f76e9261-e441-4ebd-a685-6827d188fa92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0000n:01,PS 1월,,,,,,,,,{},,,,,,,,,,,,완료,28/1월/26 1:07 오후
[미팅] azure 총판(디모아),PS-172,10465,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,28/1월/26 10:01 오전,30/1월/26 4:25 오후,,30/1월/26 4:25 오후,,,29/1월/26 12:00 오전,0,,,,,,,,,,,,,,한상호,,,,712020:a2e71738-75bf-4775-9342-4674ecd68217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000r0:,PS 1월,,,,,,,,,{},,,,,,,,,,,,완료,30/1월/26 4:25 오후
[error] dev.patsol > 회원 가입 시 오류 (시퀀스 Id 정렬 문제),PS-165,10452,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,민건호,712020:3f8025d6-1c58-4428-b058-9a691161c34b,민건호,712020:3f8025d6-1c58-4428-b058-9a691161c34b,민건호,712020:3f8025d6-1c58-4428-b058-9a691161c34b,26/1월/26 6:54 오후,27/1월/26 2:27 오후,,26/1월/26 6:54 오후,,,27/1월/26 12:00 오전,0,,,,,,,,,,,,"[https://patsol.atlassian.net/browse/PS-159?atlOrigin=eyJpIjoiMGI5Y2U0NTJjODc5NGFhYjllNTIyZmU5MGVhMWM1ZTIiLCJwIjoiaiJ9|https://patsol.atlassian.net/browse/PS-159?atlOrigin=eyJpIjoiMGI5Y2U0NTJjODc5NGFhYjllNTIyZmU5MGVhMWM1ZTIiLCJwIjoiaiJ9|smart-link] 

에러 해결 완료 → 자세한 사항은 노션에 “검증 및 처리” 기록

[https://www.notion.so/error-report-dev-patsol-id-2f4b65969b1d80df9904dbb8af11f2d3?v=2e6b65969b1d8083b53d000cbf784118&source=copy_link#2f4b65969b1d8035bff0d0ef0616fb10|https://www.notion.so/error-report-dev-patsol-id-2f4b65969b1d80df9904dbb8af11f2d3?v=2e6b65969b1d8083b53d000cbf784118&source=copy_link#2f4b65969b1d8035bff0d0ef0616fb10]",,민건호,,,,712020:3f8025d6-1c58-4428-b058-9a691161c34b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000x3:,PS 1월,,,26/1월/26 12:00 오전,,3b296b04-50c7-43cb-9f29-fcb61779e61b,wand,,,{},,,,,,,,,,,,완료,26/1월/26 6:54 오후
[patsol] 검색기능 고도화,PS-164,10451,작업,해야 할 일,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,26/1월/26 5:40 오후,03/3월/26 2:01 오후,,,,,,0,,,,,,,,,,,,"기획: [피그마링크|https://www.figma.com/design/V5O8LE4vnnFU23UjELZRYU/%EA%B2%80%EC%83%89_%EB%A7%88%EC%9D%B8%EB%93%9C%EB%A7%B5_%EC%B6%94%EC%B2%9C?node-id=2-211&t=YGMOPd09mErrmm6z-1]

프로토타입(추가기능 포함): [https://www.figma.com/make/GSjlhttVK16xN0bAwzOS5x/%EA%B3%A0%EB%8F%84%ED%99%94-%EA%B2%80%EC%83%89-%EA%B8%B0%EB%8A%A5-%EA%B8%B0%ED%9A%8D?p=f&t=mSCg8RaLhouvuo24-0&fullscreen=1|https://www.figma.com/make/GSjlhttVK16xN0bAwzOS5x/%EA%B3%A0%EB%8F%84%ED%99%94-%EA%B2%80%EC%83%89-%EA%B8%B0%EB%8A%A5-%EA%B8%B0%ED%9A%8D?p=f&t=mSCg8RaLhouvuo24-0&fullscreen=1|smart-link] 

h2. 추가 고려 기능

h3. *검색 경험 개선:*

* 자동완성 및 추천 검색어
* 최근 검색 기록 (로컬 저장)
* 검색어 하이라이팅
* 실시간 제안

*저장 및 북마크:*

* 검색 조합 저장 (Ctrl+S)
* 저장된 검색 불러오기
* 검색 히스토리 관리

*고급 필터링:*

* 마인드맵 노드 기반 필터링 (파란색 노드)
* 확장 검색 (초록색 노드)
* 실시간 필터 상태 표시

*데이터 시각화:*

* 인터랙티브 마인드맵
* 검색 결과 패널 (관련도순/최신순 정렬)
* 노드별 건수 표시

*내보내기 기능:*

* CSV, JSON, PDF(시뮬레이션) 내보내기

*키보드 단축키:*

* {{/}} : 검색창 포커스
* {{Ctrl+S}} : 검색 저장
* {{Esc}} : 모달/패널 닫기

*추가 개선사항:*

* 마인드맵 패닝 및 줌 (드래그로 이동, 버튼으로 확대/축소)
* 반응형 UI 안내 툴팁
* 선택된 필터 시각적 표시",,김순복,,,,712020:f76e9261-e441-4ebd-a685-6827d188fa92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000n1:,PS 2월,PS 1월,PS 3월,,,,,,,{},,,,,,,,,,,,해야 할 일,24/2월/26 1:17 오후
